Venue,Mgr,Sport,LOC,KOP Description,FK,FK2,W,H,D,A sqm,Product Description,Product Finishing/Construction,Unit,Qty,Cost By,Type,KOP Code Tx,Quantity Transferred,Artwork Requested,Artworked,Comments
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 089,Venue Entrance Text Aqua,13-Sep,,800,1800,,,"Corflute, single sided",,Item,1,LOK,,,0,,,"Shotgun. Attach to side of tent.
Text: Accredited Entry (freestanding base BEL151)Shotgun. Attach to side of tent.
Text: Accredited Entry (freestanding base BEL151)Shotgun. Attach to side of tent.
Text: Accredited Entry (freestanding base BEL151)Shotgun. Attach to side of tent.
Text: Accredited Entry (freestanding base BEL151)Shotgun. Attach to side of tent.
Text: Accredited Entry (freestanding base BEL151)Shotgun. Attach to side of tent.
Text: Accredited Entry (freestanding base BEL151)Shotgun. Attach to side of tent.
Text: Accredited Entry (freestanding base BEL151)Shotgun. Attach to side of tent.
Text: Accredited Entry (freestanding base BEL151)"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 091,Crowd Control Barrier Jacket Script Wave,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,36,LOK,,,0,,,Shotgun: CBR6 & CBR7
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 092,Crowd Control Barrier Jacket Event Name Aqua,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,35,LOK,,,0,,,CBR6 & CBR7. Shotgun
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 093,Ground Graphic - Shotgun Station Mats,28-Sep,,900,900,,,Painted surface,for use on carpet/textiles,SQM,33,LOK,,,0,,,Shotgun Design: Aqua background with white Emblem. 11 for each range
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 094,Ground Graphic - Trap House Bunkers,28-Sep,,19540,3060,,,Painted surface,for use on cement,SQM,3,LOK,,,0,,,"Shotgun. Design: Script, Tagline, Graphic, Wave. Ensure centre of Trap house has Graphic for where athlete stands. Trap House"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 095,Scoreboard Script Wave,18-Oct,HA/RIG,4595,2497,200,1.842994,Self Adhesive Vinyl,,SQM,3,LOK,,,0,,,Shotgun
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 096,Ground Graphics - Finals,28-Sep,,7272,10000,,,Painted surface,for use on grass,SQM,1,LOK,,,0,,,"Shotgun Design: Emblem, White."
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 097,Wall Treatment - Skeet House Low,1-Oct,"HA,EX",8500,2150,,,"Fabric, polyester, single sided",,SQM,3,LOK,,,0,,,"Shotgun. Design: Graphic, Silhouette: Shooting, Emblem, Wave. 4 sided.  See drawings for artwork for each side."
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 098,Wall Treatment - Skeet House High,1-Oct,"HA,EX",8500,4100,,,"Fabric, polyester, single sided",,SQM,3,LOK,,,0,,,"Shotgun. Design: Graphic, Silhouette: Shooting, Emblem, Wave. 4 sided.  See drawings for artwork for each side."
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 099,Pitch Perimeter Graphic Wave,1-Oct,,16000,1590,,,"Fabric, polyester, single sided",,SQM,2,LOK,,,0,,,Shotgun. PPR2
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 100,Pitch Perimeter Graphic Wave,19-Nov,,38000,1590,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,Shotgun. PPR1 & PPR3. Both levels of grandstand tiers. Can be reduced
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 101,Pitch Perimeter Graphic Wave,20-Nov,,6000,1500,,,"Fabric, polyester, single sided",,SQM,6,LOK,,,0,,,Shotgun. Under Window of T&S Rooms.  Height TBC.
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 102,Crowd Control Barrier Jacket Script Wave,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,36,LOK,,,0,,,"Pistol CBR8, CBR9 & CBR10"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 103,Crowd Control Barrier Jacket Event Name Aqua,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,36,LOK,,,0,,,"CBR8, CBR9 & CBR10. Pistol"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 104,Corral Panel Script - 600 - Wave - Full Colour,12-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,6,LOK,,,0,,,"Pistol: 10m, 25m, 50m, Finals"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 105,Corral Panel Filler - 600 - Wave - Full Colour,12-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,4,LOK,,,0,,,"Pistol: 10m, 25m, 50m, Finals RHS"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 106,Corral Panel Sponsor - 600 - Wave - Full Colour,12-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,56,LOK,,,0,,,"Pistol: 10m, 25m, 50m, Finals"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 107,Corral End Cap - 600 - Wave - Full Colour,12-Sep,GND,600,600,,,"Corflute, single sided",End cap required for Corral body,Item,16,LOK,,,0,,,"Pistol: 10m, 25m, 50m, Finals"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 108,Decal Emblem Full Colour Medium,14-Sep,,200,275,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,15,LOK,,,0,,,Pistol 10m placed in the middle of 2 positions
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 109,Decal Tagline Stacked Ink Extra Large,13-Sep,,317,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,7,LOK,,,0,,,Pistol 10m placed in the middle of 2 positions
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 110,Decal CGF Full Colour Medium,13-Sep,,275,275,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,Pistol 10m placed in the middle of 2 positions
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 111,Ground Graphic - FOP Pistol Rifle Finals,28-Sep,,15000,2000,,,Painted surface,for use on cement,SQM,1,LOK,,,0,,,"Pistol. Design: Script, White. COULD BE CHANGING TO CARPET"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 112,Wall Treatment - Event Name FOP Pistol Rifle Finals,25-Sep,,10000,520,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",SQM,1,LOK,,,0,,,"Pistol Rifle Finals (above roller door). Total panel 1.2m - FRED - Costing change? Reduced dimensions due to line of sight from grand stand, adding in kiss cut Pistol Rifle Finals (above roller door). Total panel 1.2m - FRED - Costing change? Reduced dimensions due to line of sight from grand stand, adding in kiss cut Pistol Rifle Finals (above roller door). Total panel 1.2m - FRED - Costing change? Reduced dimensions due to line of sight from grand stand, adding in kiss cut Pistol Rifle Finals (above roller door). Total panel 1.2m - FRED - Costing change? Reduced dimensions due to line of sight from grand stand, adding in kiss cut Pistol Rifle Finals (above roller door). Total panel 1.2m - FRED - Costing change? Reduced dimensions due to line of sight from grand stand, adding in kiss cut Pistol Rifle Finals (above roller door). Total panel 1.2m - FRED - Costing change? Reduced dimensions due to line of sight from grand stand, adding in kiss cut Pistol Rifle Finals (above roller door). Total panel 1.2m - FRED - Costing change? Reduced dimensions due to line of sight from grand stand, adding in kiss cut "
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 113,Table Skirt Graphic Aqua,29-Oct,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,1,LOK,,,0,,,Pistol
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 115,Decal Emblem Full Colour Medium,13-Sep,,200,275,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,110,LOK,,,0,,,Pistol Rifles - Finals & 50m & 25m. Based on one per position. This could be reduced to finals and alternate positions if budget is a problem
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 118,Decal Script White Medium,13-Sep,,480,64,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,110,LOK,,,0,,,Pistol: Back of Shooting Mat
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 120,Table Skirt Graphic Aqua,30-Oct,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,7,LOK,,,0,,,Pistol: 10m
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 121,Table Skirt Graphic Aqua,31-Oct,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,5,LOK,,,0,,,Pistol: 25m
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 124,Table Skirt Graphic Aqua,1-Nov,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,5,LOK,,,0,,,Pistol: 50m
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 127,Table Skirt Graphic Aqua,2-Nov,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,8,LOK,,,0,,,Full Bore
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 128,Banner Pole Temporary,13-Sep,,NOMINAL,9000,,,"Banner Poles, 9m",Fibreglass poles & concrete base,Item,16,LOK,,,0,,,Leading up to PSA Main Entrance
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 129,Athlete Moment,25-Sep,"W, IN",1200,800,,,"Corflute, single sided",,Item,1,LOK,,,0,,,Athletes Lounge 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 130,Athlete Moment,25-Sep,"W, IN",1200,800,,,"Corflute, single sided",,Item,1,LOK,,,0,,,Shotgun
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 131,Athlete Moment,25-Sep,"W, IN",1200,800,,,"Corflute, single sided",,Item,1,LOK,,,0,,,Full Bore
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 132,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,15,LOK,,,0,,,FSR1 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 133,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,18,LOK,,,0,,,FSR1 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 134,Custom - Front Blinders 30mm strip,28-Sep,,30,297,,,300gsm card,Trimmed to size,Item,10,SPEQ,SPEQ,,0,,,Eye blinders for athletes - front blinders 30mm width strips
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 135,Sign - Bore Range 10m Sign,28-Sep,$ check,1000,2000,,,"Corflute, single sided",Trimmed to size,Item,1,LOK,,,0,,,LOKALL. Design: White text 10m Range on Aqua background
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 136,Sign - Bore Range 25m Sign,28-Sep,$ check,1000,2000,,,"Corflute, single sided",Trimmed to size,Item,1,LOK,,,0,,,LOKALL. Design: White text 25m Range on Aqua background
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 137,Sign - Bore Range 50m Sign,28-Sep,$ check,1000,2000,,,"Corflute, single sided",Trimmed to size,Item,1,LOK,,,0,,,LOKALL. Design: White text 50m Range on Aqua background
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 138,Sign - Bore Range Finals Sign,28-Sep,$ check,1000,2000,,,"Corflute, single sided",Trimmed to size,Item,1,LOK,,,0,,,LOKALL. Design: White text Finals Range on Aqua background
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 141,Tent Header Text Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Text: Stroller
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 142,Fence Scrim Script Blue,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,14,LOK,,,0,,,FSR2 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 143,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,10,LOK,,,0,,,FSR2 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 144,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,17,LOK,,,0,,,FSR2 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 145,RAP A4,13-Sep,,210,297,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,3,LOK,,,0,,,"GF Lounge: Pistol, Shotgun, Fullbore"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 147,Fence Scrim Script Green,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,17,LOK,,,0,,,FSR1 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 148,Fence Scrim Script Green,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,13,LOK,,,0,,,FSR2 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 149,Fence Scrim Aqua,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,20,LOK,,,0,,,FSR1 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 150,Fence Scrim Aqua,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,31,LOK,,,0,,,FSR2 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 152,Corral Panel Sponsor - 600 - Wave - Full Colour,13-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,24,LOK,,,0,,,Shotgun: 2 per shooting position
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 153,Tent Header PSA Aqua Large,13-Sep,,10000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,In/Out to Fullbore
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 154,Decal Emblem Full Colour Large,14-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,"Games Family Welcome Desk - Main Lounge, Shotgun & Fullbore, Information desks x 2 (Pistol/Rifle and Shotgun)"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 155,Tent Header PSA Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Accredited Entry
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 156,Wall Treatment - FOP Event Name 25m,25-Sep,,12250,900,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,25m Range middle of range top lip
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 157,Wall Treatment - FOP Event Name 50m,25-Sep,,19000,1200,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,50m Range middle of range top lip
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 158,Wall Treatment - FOP Event Name 10m,25-Sep,,2200,200,,,Self Adhesive Vinyl,,SQM,5,LOK,,,0,,,"Pistol: 10m Range Alternating script and event name under target for 40 positions, starting from the middle (i.e. position 30)"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 159,Wall Treatment - FOP Script 10m,25-Sep,,1150,200,,,Self Adhesive Vinyl,,SQM,5,LOK,,,0,,,"Pistol: 10m Range Alternating script and event name under target for 40 positions, starting from the middle (i.e. position 30)"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 160,Custom - Shooting Boxes Script,28-Sep,,750,370,,,"Corflute, single sided",,SQM,60,LOK,,,0,,,"Finals, 25m and 50m allocated also but can be reduced"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 161,Custom - Shooting Boxes Tagline and Emblems,28-Sep,,750,370,,,"Corflute, single sided",,SQM,60,LOK,,,0,,,"Finals, 25m and 50m allocated also but can be reduced"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 162,Corral End Cap - 600 - Wave - Full Colour,12-Sep,GND,600,600,,,"Corflute, single sided",End cap required for Corral body,Item,24,LOK,,,0,,,Shotgun 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 163,Corral Panel Filler - 600 - Wave - Full Colour,12-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,4,LOK,,,0,,,"Pistol: 10m, 25m, 50m, Finals LHS"
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 164,Custom - Shooting Boxes A- H,28-Sep,,400,390,,,"Corflute, single sided",,SQM,16,LOK,,,0,,,A - H 
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 165,Wall Treatment - Divider Ranges,19-Nov,,16000,2400,,,"Fabric, polyester, single sided",,SQM,3,LOK,,,0,,,Shotgun. PPR1 & PPR3. Both levels of grandstand tiers. Can be reduced
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 166,Custom - Side Blinders 60mm strip,28-Sep,,60,297,,,300gsm card,Trimmed to size,Item,10,SPEQ,SPEQ,,0,,,Eye blinders for athletes - shotgun side blinders max 60mm width strips
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 167,Pitch Perimeter Graphic Wave,19-Nov,,7216,1500,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,Surround Camera Box plus base
BEL - Belmont Shooting Centre,Charlotte Williams,SHO - Shooting,BEL 168,Pitch Perimeter Graphic Wave,19-Nov,,5180,1700,,,"Fabric, polyester, single sided",,SQM,2,LOK,,,0,,,Bottom of the Grandstand TBC 
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 001,Fence Scrim Script Blue,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,7,LOK,,,0,,,EXTERNAL
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 002,Tent Header,13-Sep,,15000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,THR1. 1 x 15m PSA
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 003,Tent Header PSA Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,THR3. 2 x 10m PSA
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 004,Table Skirt Graphic Aqua,4-Sep,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,3,LOK,,,0,,,VAHO
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 005,Crowd Control Barrier Jacket Script Sun,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,20,LOK,,,0,,,CBR1 & CBR2. Before and after PSA
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 006,Crowd Control Barrier Jacket Event Name Orange,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,20,LOK,,,0,,,CBR1 & CBR2. Before and after PSA
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 007,Banner Pole Temporary,13-Sep,,NOMINAL,9000,,,"Banner Poles, 9m",Fibreglass poles & concrete base,Item,8,LOK,,,0,,,BVR1
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 008,Banner Venue Script Wave,13-Sep,,1500,4500,,,"Fabric, polyester, double sided","Common image both sides(with liner), sleeve on top",Item,2,LOK,,,0,,,BVR1
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 009,Banner Venue Sponsor Aqua,13-Sep,,1500,4500,,,"Fabric, polyester, double sided","Common image both sides(with liner), sleeve on top",Item,1,LOK,,,0,,,BVR1. SPN1
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 010,Banner Venue Tagline Sun,13-Sep,,1500,4500,,,"Fabric, polyester, double sided","Common image both sides(with liner), sleeve on top",Item,1,LOK,,,0,,,BVR1
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 011,Banner Venue Sponsor Orange,13-Sep,,1500,4500,,,"Fabric, polyester, double sided","Common image both sides(with liner), sleeve on top",Item,1,LOK,,,0,,,BVR1. SPN2
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 012,Banner Venue Sponsor Aqua,13-Sep,,1500,4500,,,"Fabric, polyester, double sided","Common image both sides(with liner), sleeve on top",Item,1,LOK,,,0,,,BVR1. SPN3
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 013,Banner Venue Welcome Sun,13-Sep,,1500,4500,,,"Fabric, polyester, double sided","Common image both sides(with liner), sleeve on top",Item,1,LOK,,,0,,,BVR1
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 014,Banner Venue Sponsor Orange,13-Sep,,1500,4500,,,"Fabric, polyester, double sided","Common image both sides(with liner), sleeve on top",Item,1,LOK,,,0,,,BVR1. SPN4
BLB - Broadbeach Bowls Club,Cameron Graham,LBO - Lawn Bowls,BLB 015,Tent Header Information Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,
